frame,track_id,class,confidence,x1,y1,x2,y2,center_x,center_y
7,4,2,0.6220538020133972,625.4465942382812,369.900390625,658.7667846679688,393.37884521484375,642,381
7,5,2,0.4453941285610199,834.6363525390625,589.2909545898438,907.1329956054688,637.6145629882812,870,613
7,8,2,0.5111778378486633,265.6900329589844,660.2460327148438,345.22857666015625,714.7721557617188,305,687
8,1,2,0.3688034117221832,778.3378295898438,520.0453491210938,839.9374389648438,574.4356689453125,809,547
8,3,2,0.4383540451526642,991.9180297851562,530.913818359375,1057.32763671875,575.0651245117188,1024,552
8,4,2,0.4584398865699768,628.1947021484375,370.9999694824219,661.2244262695312,394.44891357421875,644,382
8,5,2,0.4185256361961365,834.5829467773438,589.0435791015625,907.05322265625,637.7442626953125,870,613
8,10,2,0.676920473575592,1567.486328125,548.4681396484375,1639.07763671875,593.190673828125,1603,570
9,1,2,0.6658685803413391,769.9440307617188,526.565673828125,829.0542602539062,577.7420043945312,799,552
9,3,2,0.43023595213890076,991.8390502929688,530.8350830078125,1057.3145751953125,575.1044921875,1024,552
9,4,2,0.6259955763816833,630.905029296875,370.8683776855469,664.7621459960938,397.3013610839844,647,384
9,5,2,0.3831096887588501,834.5906982421875,588.7459106445312,906.935791015625,637.7821044921875,870,613
9,10,2,0.7297273278236389,1550.0345458984375,544.2845458984375,1621.41015625,588.76220703125,1585,566
9,2,2,0.43788614869117737,808.307373046875,491.5352478027344,844.5782470703125,528.2345581054688,826,509
10,1,2,0.6182698607444763,761.04931640625,528.1114501953125,819.37548828125,579.8699340820312,790,553
10,3,2,0.436885267496109,991.6879272460938,530.7904052734375,1057.312255859375,575.0765380859375,1024,552
10,4,2,0.6879265308380127,634.6657104492188,373.4969787597656,668.8252563476562,398.875244140625,651,386
10,5,2,0.43396294116973877,834.4777221679688,588.8860473632812,906.9180908203125,637.798583984375,870,613
10,10,2,0.6871746182441711,1531.468017578125,540.2156372070312,1601.3680419921875,582.4798583984375,1566,561
10,11,7,0.3835202157497406,991.5423583984375,530.5612182617188,1058.0718994140625,574.4973754882812,1024,552
10,2,2,0.5165664553642273,807.9058837890625,492.2234191894531,844.3656005859375,528.9855346679688,826,510
11,1,2,0.6620737314224243,752.248291015625,530.9743041992188,810.9801635742188,583.1068725585938,781,557
11,3,2,0.42700931429862976,991.5996704101562,530.7908935546875,1057.2496337890625,575.046630859375,1024,552
11,4,2,0.7207129597663879,637.0223388671875,373.655517578125,672.4862060546875,400.48162841796875,654,387
11,5,2,0.424194872379303,834.4536743164062,588.9144287109375,906.9710693359375,637.7828369140625,870,613
11,10,2,0.6813293695449829,1512.5145263671875,535.6197509765625,1581.7344970703125,577.0501098632812,1547,556
11,11,7,0.38702812790870667,991.4407348632812,530.5827026367188,1058.0185546875,574.4559936523438,1024,552
11,2,2,0.5249940752983093,806.5025024414062,492.5882263183594,843.9301147460938,530.36474609375,825,511
12,1,2,0.5397220253944397,741.947509765625,533.9429321289062,801.1935424804688,587.72119140625,771,560
12,3,2,0.4203697443008423,991.6426391601562,530.8826293945312,1057.204345703125,575.0269775390625,1024,552
12,4,2,0.6887649297714233,638.1771240234375,373.81195068359375,675.4077758789062,400.9861755371094,656,387
12,5,2,0.3696712553501129,834.4130249023438,589.0224609375,906.9853515625,637.7762451171875,870,613
12,10,2,0.645672082901001,1496.178466796875,530.271728515625,1562.7401123046875,572.474365234375,1529,551
12,11,7,0.37717074155807495,991.460205078125,530.7100830078125,1058.0162353515625,574.43310546875,1024,552
12,2,2,0.4495311379432678,805.60498046875,492.66455078125,843.5181274414062,532.7232666015625,824,512
13,1,7,0.4097055196762085,732.0989990234375,537.0086059570312,791.5231323242188,591.5431518554688,761,564
13,3,2,0.4436517357826233,991.69189453125,531.0306396484375,1057.125244140625,574.9669189453125,1024,552
13,4,2,0.6666642427444458,640.7819213867188,374.7388000488281,678.9823608398438,401.948486328125,659,388
13,5,2,0.39427635073661804,834.4152221679688,589.1119384765625,906.9818115234375,637.6878662109375,870,613
13,10,2,0.7187789082527161,1478.0377197265625,525.7135009765625,1544.1466064453125,567.599609375,1511,546
13,2,2,0.40432044863700867,804.6600952148438,494.627197265625,842.490966796875,534.1282958984375,823,514
14,1,2,0.4585440158843994,723.0993041992188,539.5676879882812,782.628173828125,593.9895629882812,752,566
14,3,2,0.4456977844238281,991.7108154296875,531.179443359375,1057.1319580078125,574.9173583984375,1024,553
14,4,2,0.688757598400116,643.1203002929688,376.666748046875,682.3299560546875,403.1073913574219,662,389
14,5,2,0.4063638150691986,834.2523803710938,589.1255493164062,906.9608154296875,637.7635498046875,870,613
14,10,2,0.6212631464004517,1461.5108642578125,520.3967895507812,1528.03173828125,562.58056640625,1494,541
14,2,2,0.43061351776123047,803.788818359375,496.002685546875,841.1859130859375,535.0711059570312,822,515
15,1,7,0.4541950225830078,712.4563598632812,542.3016357421875,773.0667724609375,596.838134765625,742,569
15,3,2,0.43711966276168823,991.8123168945312,531.09375,1057.163818359375,574.9360961914062,1024,553
15,4,2,0.6927546858787537,647.0176391601562,378.616455078125,684.8204956054688,404.59124755859375,665,391
15,5,2,0.3668067753314972,834.1198120117188,589.015625,906.7434692382812,637.6495971679688,870,613
15,10,2,0.6402565240859985,1446.4083251953125,513.6489868164062,1511.018310546875,557.5244140625,1478,535
15,2,2,0.517744243144989,802.3192138671875,496.40301513671875,841.3121337890625,536.3037719726562,821,516
16,1,2,0.46883219480514526,702.51806640625,546.6820068359375,763.6347045898438,598.6685791015625,733,572
16,3,2,0.4446752369403839,991.8335571289062,531.1285400390625,1057.1822509765625,575.0075073242188,1024,553
16,4,2,0.49981898069381714,650.6204223632812,379.423828125,687.8161010742188,405.7893371582031,669,392
16,5,2,0.38681188225746155,834.36083984375,588.9744873046875,906.721923828125,637.7434692382812,870,613
16,10,2,0.6859198808670044,1431.3192138671875,511.13665771484375,1494.7813720703125,552.9013061523438,1463,532
16,2,2,0.4938436448574066,799.946533203125,495.99053955078125,841.0037841796875,538.44677734375,820,517
17,1,2,0.5492361783981323,691.8565063476562,549.2178344726562,752.8792724609375,602.3405151367188,722,575
17,3,2,0.4329041838645935,991.8468017578125,531.137939453125,1057.19189453125,575.199462890625,1024,553
17,4,2,0.643787145614624,655.0005493164062,379.7679748535156,692.104736328125,406.5022277832031,673,393
17,5,2,0.3800356090068817,834.441162109375,589.0296020507812,906.596435546875,637.6455078125,870,613
17,10,2,0.6649991869926453,1416.7215576171875,508.15252685546875,1478.8065185546875,548.7420654296875,1447,528
17,2,2,0.4360490143299103,799.009033203125,499.289794921875,837.2218627929688,539.22021484375,818,519
18,1,2,0.4299832582473755,681.5009155273438,551.4408569335938,743.6880493164062,605.04638671875,712,578
18,3,2,0.43664243817329407,991.8438110351562,531.140380859375,1057.2373046875,575.2139282226562,1024,553
18,4,2,0.5985998511314392,659.5638427734375,379.6264953613281,696.1366577148438,406.63775634765625,677,393
18,5,2,0.43537890911102295,834.4052734375,589.0941162109375,906.575439453125,637.609619140625,870,613
18,10,2,0.6968209743499756,1401.6922607421875,503.3367919921875,1462.6044921875,543.9599609375,1432,523
18,2,2,0.3842293918132782,796.33447265625,498.392822265625,834.4337768554688,539.8614501953125,815,519
19,1,2,0.35336893796920776,672.3504028320312,555.3195190429688,734.5715942382812,609.17626953125,703,582
19,3,2,0.4291653335094452,991.8501586914062,531.1489868164062,1057.292724609375,575.2521362304688,1024,553
19,4,2,0.6305751800537109,662.106689453125,380.1000061035156,699.4944458007812,407.19720458984375,680,393
19,5,2,0.4134681522846222,834.35498046875,589.0999145507812,906.5806884765625,637.7098999023438,870,613
19,10,2,0.6311761140823364,1386.93212890625,499.5469055175781,1447.10498046875,539.2517700195312,1417,519
19,2,2,0.3897121250629425,794.0792236328125,498.5964660644531,833.135498046875,540.72607421875,813,519
20,1,7,0.34715357422828674,660.26806640625,558.84326171875,724.1344604492188,611.9989624023438,692,585
20,3,2,0.4320254921913147,991.8892211914062,531.1841430664062,1057.2906494140625,575.224853515625,1024,553
20,4,2,0.6772618293762207,663.6519165039062,379.8414611816406,702.75244140625,407.8398132324219,683,393
20,5,2,0.41183534264564514,834.4190673828125,589.21142578125,906.5812377929688,637.6834716796875,870,613
20,10,2,0.6473637819290161,1372.868896484375,494.8725280761719,1432.014892578125,534.1449584960938,1402,514
20,2,2,0.38158249855041504,792.7200317382812,499.1439208984375,832.6025390625,542.3308715820312,812,520
21,1,7,0.3667013347148895,649.510498046875,561.998046875,713.1822509765625,614.9957275390625,681,588
21,3,2,0.42314887046813965,991.9212036132812,531.1970825195312,1057.28955078125,575.2096557617188,1024,553
21,4,2,0.5758253931999207,666.2015380859375,379.99700927734375,706.7219848632812,409.20660400390625,686,394
21,5,2,0.4224671721458435,834.7063598632812,589.2794189453125,906.7642822265625,637.7055053710938,870,613
21,10,2,0.6496036052703857,1357.440185546875,491.61883544921875,1417.5753173828125,530.02685546875,1387,510
21,16,2,0.46467310190200806,1626.2945556640625,610.0540161132812,1679.7784423828125,651.3159790039062,1653,630
22,1,7,0.3611007034778595,638.14794921875,565.3526000976562,702.6295776367188,618.41650390625,670,591
22,3,2,0.4209442734718323,991.9335327148438,531.2129516601562,1057.2769775390625,575.200927734375,1024,553
22,4,2,0.3531678318977356,670.0552368164062,383.7807312011719,709.9464111328125,410.33514404296875,690,397
22,5,2,0.40329715609550476,834.793212890625,589.3914184570312,906.83349609375,637.7151489257812,870,613
22,10,2,0.6637832522392273,1344.6156005859375,488.37548828125,1402.84765625,526.7811889648438,1373,507
22,16,2,0.6112385392189026,1613.692626953125,606.7074584960938,1679.9549560546875,652.6160888671875,1646,629
23,1,2,0.3711255192756653,626.9246826171875,569.8753662109375,691.0164794921875,621.6311645507812,658,595
23,3,2,0.4199908375740051,991.9530639648438,531.2156372070312,1057.26513671875,575.14404296875,1024,553
23,4,2,0.38326364755630493,674.2113647460938,384.41326904296875,712.3032836914062,411.1826171875,693,397
23,5,2,0.4051460027694702,834.7772827148438,589.307373046875,906.6153564453125,637.5948486328125,870,613
23,10,2,0.7066243886947632,1330.6854248046875,484.15252685546875,1387.75439453125,522.0282592773438,1359,503
23,16,2,0.6914812326431274,1598.9884033203125,602.2134399414062,1675.9332275390625,651.2110595703125,1637,626
23,2,2,0.37337610125541687,787.5357055664062,507.37615966796875,828.80517578125,548.0142822265625,808,527
24,1,7,0.37790581583976746,616.1607666015625,573.0818481445312,679.5775756835938,623.3526611328125,647,598
24,3,2,0.4240069091320038,991.9794311523438,531.2247314453125,1057.2508544921875,575.1173095703125,1024,553
24,4,2,0.5022225379943848,678.3475952148438,384.7406311035156,713.6536865234375,412.7825927734375,696,398
24,5,2,0.37066152691841125,835.0547485351562,589.3699340820312,906.2718505859375,637.4674682617188,870,613
24,10,2,0.7008547782897949,1317.586181640625,479.7385559082031,1373.6470947265625,518.1536865234375,1345,498
24,16,2,0.6890197992324829,1584.13818359375,597.4539794921875,1666.2744140625,646.465087890625,1625,621
24,2,2,0.4038253724575043,785.416259765625,512.36865234375,827.3934936523438,548.99853515625,806,530
25,1,2,0.3817936182022095,604.6105346679688,574.0003662109375,668.267822265625,626.5241088867188,636,600
25,3,2,0.43058761954307556,991.9986572265625,531.19384765625,1057.1983642578125,575.058349609375,1024,553
25,4,2,0.4781535267829895,681.1393432617188,386.1340637207031,717.256591796875,415.1178283691406,699,400
25,5,2,0.3463685214519501,835.0648193359375,589.4494018554688,905.8654174804688,637.350830078125,870,613
25,10,2,0.7219712138175964,1304.3828125,477.21917724609375,1360.2381591796875,514.209716796875,1332,495
25,16,2,0.7155521512031555,1570.188232421875,594.2771606445312,1652.2305908203125,641.1492919921875,1611,617
25,2,2,0.4286532998085022,783.568115234375,515.4519653320312,825.61328125,550.58740234375,804,533
26,1,2,0.4424089789390564,593.473876953125,578.1535034179688,656.4686279296875,629.8190307617188,624,603
26,3,2,0.43483811616897583,991.9618530273438,531.1795654296875,1057.15673828125,575.0809326171875,1024,553
26,5,2,0.3266086280345917,835.0830078125,589.4797973632812,905.7070922851562,637.2883911132812,870,613
26,10,2,0.6762970089912415,1291.363037109375,472.92608642578125,1346.2603759765625,509.32586669921875,1318,491
26,16,2,0.6842776536941528,1555.9718017578125,591.0460205078125,1637.8616943359375,636.6666870117188,1596,613
27,1,2,0.47382813692092896,581.147705078125,580.1429443359375,644.7371215820312,632.5626831054688,612,606
27,3,2,0.4512266218662262,991.9341430664062,531.1406860351562,1057.1475830078125,575.0255126953125,1024,553
27,5,2,0.351116806268692,835.0825805664062,589.4425048828125,905.6633911132812,637.27099609375,870,613
27,10,2,0.6240687370300293,1278.75537109375,469.0159912109375,1333.390380859375,505.6511535644531,1306,487
27,16,2,0.71815025806427,1541.605712890625,587.4560546875,1623.197998046875,633.5216064453125,1582,610
27,4,2,0.5099588632583618,687.275146484375,393.3279113769531,725.4804077148438,418.6239318847656,706,405
28,3,2,0.4452051520347595,991.9703979492188,531.136474609375,1057.140869140625,574.998046875,1024,553
28,5,2,0.35068410634994507,835.0970458984375,589.455078125,905.6957397460938,637.2937622070312,870,613
28,10,2,0.718101978302002,1265.3385009765625,465.6028137207031,1320.1873779296875,502.4742431640625,1292,484
28,16,2,0.8067680597305298,1529.621337890625,584.1744995117188,1609.174560546875,629.765380859375,1569,606
28,4,2,0.6058562397956848,689.76806640625,395.9041748046875,728.7553100585938,419.64495849609375,709,407
28,2,2,0.3653009831905365,776.6455078125,516.0388793945312,820.5399780273438,557.2393188476562,798,536
29,3,2,0.44902193546295166,991.9412231445312,531.1514282226562,1057.1552734375,575.0675048828125,1024,553
29,5,2,0.3879937529563904,835.1796264648438,589.3683471679688,905.780029296875,637.3914794921875,870,613
29,10,2,0.6464397311210632,1253.362548828125,461.0290222167969,1307.0020751953125,498.916015625,1280,479
29,16,2,0.7560073137283325,1517.377685546875,580.200927734375,1595.3173828125,625.853271484375,1556,603
29,4,2,0.5603868365287781,692.0089721679688,396.80401611328125,732.0452880859375,421.5497741699219,712,409
29,2,2,0.4366881847381592,773.5975952148438,514.56103515625,819.5718994140625,559.4195556640625,796,536
29,1,2,0.4280473291873932,555.3458862304688,586.2911376953125,621.1790161132812,641.0787353515625,588,613
30,3,2,0.45202019810676575,991.9113159179688,531.1781005859375,1057.1470947265625,575.1288452148438,1024,553
30,5,2,0.39249804615974426,834.791748046875,589.4588012695312,905.7997436523438,637.387939453125,870,613
30,10,2,0.6833543181419373,1241.059326171875,458.8666687011719,1293.748779296875,495.5037536621094,1267,477
30,16,2,0.7358472347259521,1505.289306640625,576.8966064453125,1582.188720703125,621.385009765625,1543,599
30,4,2,0.6143115162849426,695.556884765625,397.1372985839844,734.0072021484375,422.0805969238281,714,409
30,2,2,0.6353808641433716,769.5403442382812,515.7154541015625,815.0872802734375,561.3745727539062,792,538
30,1,2,0.5582338571548462,543.7899780273438,589.5371704101562,607.7496948242188,645.6145629882812,575,617
31,3,2,0.41873428225517273,992.288818359375,531.2120361328125,1057.234375,575.5067138671875,1024,553
31,5,2,0.4006534218788147,834.870849609375,589.3480834960938,905.6966552734375,637.4993286132812,870,613
31,10,2,0.6104058027267456,1229.48486328125,456.0348815917969,1282.2559814453125,491.4054870605469,1255,473
31,16,2,0.7255569100379944,1494.6351318359375,574.1959228515625,1569.597900390625,617.4462280273438,1532,595
31,4,2,0.6900349259376526,699.1705322265625,396.7687683105469,736.8773193359375,423.20416259765625,718,409
31,2,2,0.6794988512992859,766.1818237304688,517.7512817382812,812.722900390625,563.494384765625,789,540
31,1,2,0.4647561013698578,531.9855346679688,592.7179565429688,595.9019165039062,647.9752807617188,563,620
32,3,2,0.4200665354728699,992.412109375,531.262451171875,1057.2891845703125,575.6548461914062,1024,553
32,5,2,0.40660518407821655,834.8833618164062,589.34130859375,905.6542358398438,637.5311279296875,870,613
32,10,2,0.5136567950248718,1217.3831787109375,452.6814880371094,1269.703125,488.3223571777344,1243,470
32,16,2,0.7174198031425476,1483.6429443359375,571.2334594726562,1557.7786865234375,613.5995483398438,1520,592
32,4,2,0.6359860301017761,701.3703002929688,397.61627197265625,740.6743774414062,424.41656494140625,721,411
32,2,2,0.6290351748466492,762.7683715820312,518.9244384765625,810.567138671875,564.805908203125,786,541
32,1,2,0.6075724363327026,519.0751953125,596.7810668945312,583.2731323242188,651.9847412109375,551,624
33,3,2,0.4180401563644409,992.4339599609375,531.2855224609375,1057.332763671875,575.733154296875,1024,553
33,5,2,0.41442227363586426,834.8029174804688,589.1258544921875,905.650634765625,637.5719604492188,870,613
33,10,2,0.6339590549468994,1205.3045654296875,449.0543518066406,1257.183837890625,484.61199951171875,1231,466
33,16,2,0.7223482131958008,1472.6275634765625,568.027099609375,1547.2158203125,610.7310180664062,1509,589
33,4,2,0.585304856300354,704.6395874023438,395.9688415527344,743.70068359375,425.0066833496094,724,410
33,2,2,0.6423759460449219,759.3663330078125,522.3872680664062,807.3489990234375,566.6398315429688,783,544
33,1,2,0.4580305218696594,506.0257263183594,601.2067260742188,570.594970703125,656.302978515625,538,628
34,3,2,0.4117718040943146,992.4662475585938,531.3583374023438,1057.3062744140625,575.860107421875,1024,553
34,5,2,0.3791251480579376,835.033203125,589.2462158203125,905.691162109375,637.6213989257812,870,613
34,10,2,0.5564509034156799,1193.4100341796875,446.3625183105469,1245.2894287109375,481.2671813964844,1219,463
34,16,2,0.7355927228927612,1461.4503173828125,564.7135009765625,1535.2982177734375,608.3377075195312,1498,586
34,4,2,0.6277403831481934,707.81884765625,394.80108642578125,746.1112670898438,424.5748291015625,726,409
34,2,2,0.6404294967651367,756.015869140625,524.2191772460938,805.6259155273438,569.2179565429688,780,546
34,1,2,0.44397521018981934,490.994140625,604.7158813476562,558.27783203125,661.324462890625,524,633
35,3,2,0.4182766377925873,992.3997802734375,531.31884765625,1057.3260498046875,575.935546875,1024,553
35,5,2,0.39779284596443176,834.8975219726562,589.2305297851562,905.6753540039062,637.6184692382812,870,613
35,10,2,0.6484485268592834,1183.505615234375,442.7689514160156,1234.4759521484375,478.43243408203125,1208,460
35,16,2,0.8149855732917786,1451.189208984375,561.6404418945312,1523.5155029296875,605.4710693359375,1487,583
35,4,2,0.5832147002220154,708.7135620117188,395.736328125,749.0629272460938,425.3994140625,728,410
35,2,2,0.757559597492218,751.7763671875,527.47314453125,801.99951171875,572.40771484375,776,549
35,1,2,0.43560561537742615,478.03173828125,608.6390991210938,545.3348388671875,664.8580322265625,511,636
36,3,2,0.39298728108406067,992.3941650390625,531.3199462890625,1057.306640625,575.9828491210938,1024,553
36,5,2,0.3708644509315491,834.8207397460938,589.2140502929688,905.6296997070312,637.6190185546875,870,613
36,10,2,0.5830636024475098,1174.206787109375,439.1817932128906,1222.0909423828125,475.19140625,1198,457
36,16,2,0.8018070459365845,1441.5260009765625,559.806640625,1513.418212890625,601.7890625,1477,580
36,4,2,0.6173598766326904,710.4337768554688,395.8472900390625,752.406005859375,427.0566101074219,731,411
36,2,2,0.7567151784896851,746.7044677734375,529.4312133789062,798.7941284179688,575.1130981445312,772,552
37,3,2,0.410331130027771,992.4591064453125,531.3626708984375,1057.3204345703125,575.8931884765625,1024,553
37,5,2,0.41468819975852966,834.852783203125,589.16064453125,905.6012573242188,637.6319580078125,870,613
37,10,2,0.5626261830329895,1162.0947265625,435.9006042480469,1210.9139404296875,472.3775634765625,1186,454
37,16,2,0.8050528764724731,1431.190673828125,557.0026245117188,1502.5172119140625,598.918212890625,1466,577
37,4,2,0.6426922082901001,713.1986083984375,396.7709045410156,755.3746948242188,428.7980651855469,734,412
37,2,2,0.7405824065208435,743.6719360351562,532.0068969726562,794.8598022460938,576.5239868164062,769,554
37,1,2,0.5326893925666809,449.478759765625,616.2654418945312,518.987060546875,672.038818359375,484,644
38,3,2,0.4129541218280792,992.5108642578125,531.350341796875,1057.25537109375,575.5184936523438,1024,553
38,5,2,0.4021588861942291,834.8995361328125,589.2057495117188,905.566650390625,637.6185302734375,870,613
38,10,2,0.43310388922691345,1151.061279296875,434.28155517578125,1200.6309814453125,469.4461364746094,1175,451
38,16,2,0.7886391282081604,1421.628662109375,554.399169921875,1492.95068359375,595.2938232421875,1457,574
38,4,2,0.6723302602767944,716.8964233398438,397.8251037597656,758.4066772460938,430.57867431640625,737,414
38,2,2,0.7530744075775146,738.3285522460938,532.95947265625,791.1303100585938,578.9773559570312,764,555
38,1,2,0.4206814169883728,435.5452880859375,619.6724243164062,505.333740234375,676.9531860351562,470,648
39,3,2,0.4028685688972473,992.4523315429688,531.3319091796875,1057.191650390625,575.1917724609375,1024,553
39,5,7,0.3803439736366272,835.1944580078125,589.363037109375,905.5596313476562,637.5548095703125,870,613
39,16,2,0.7181311249732971,1411.9091796875,551.5241088867188,1483.156494140625,592.5557250976562,1447,572
39,4,2,0.6006470918655396,720.9969482421875,399.9703063964844,761.5474853515625,432.0321044921875,741,416
39,2,2,0.7867565751075745,732.9832763671875,536.3261108398438,786.4431762695312,580.8282470703125,759,558
39,1,2,0.4137817919254303,420.49517822265625,623.835205078125,491.34716796875,681.2246704101562,455,652
40,3,2,0.4103253483772278,992.5070190429688,531.2529907226562,1057.17822265625,574.8325805664062,1024,553
40,5,7,0.3926035761833191,835.3160400390625,589.4572143554688,905.5533447265625,637.5105590820312,870,613
40,16,2,0.7384442090988159,1403.0780029296875,548.5078125,1473.39208984375,588.955322265625,1438,568
40,4,2,0.5722118020057678,723.5867309570312,402.3529968261719,764.892822265625,433.52484130859375,744,417
40,2,2,0.8206615447998047,727.9789428710938,537.7880249023438,782.0389404296875,584.2521362304688,755,561
40,1,2,0.41381925344467163,406.1074523925781,629.6277465820312,476.84967041015625,686.05029296875,441,657
40,10,2,0.5155034065246582,1129.86767578125,431.8279724121094,1174.9200439453125,462.8618469238281,1152,447
41,3,2,0.4262007772922516,992.5138549804688,531.1348266601562,1057.1639404296875,574.6630859375,1024,552
41,5,2,0.3702571988105774,835.1097412109375,589.33203125,905.5435791015625,637.5143432617188,870,613
41,16,2,0.7727493047714233,1394.1881103515625,546.3132934570312,1464.3404541015625,586.271728515625,1429,566
41,4,2,0.6171771883964539,725.43359375,403.2772216796875,767.5397338867188,434.4627990722656,746,418
41,2,2,0.7860828638076782,722.2299194335938,540.3745727539062,777.8353881835938,586.9835815429688,750,563
41,10,2,0.4677576720714569,1120.8836669921875,429.8705749511719,1167.5562744140625,459.4914245605469,1144,444
42,3,2,0.37697428464889526,992.7942504882812,531.0214233398438,1057.1556396484375,574.2950439453125,1024,552
42,5,7,0.4008632302284241,835.29443359375,589.3861694335938,905.5870971679688,637.4497680664062,870,613
42,16,2,0.7442024350166321,1386.23388671875,543.1527099609375,1454.7255859375,583.369384765625,1420,563
42,4,2,0.5892144441604614,728.7383422851562,404.0428771972656,769.9530029296875,435.1629333496094,749,419
42,2,2,0.7852487564086914,716.9021606445312,542.3341064453125,773.13525390625,589.2990112304688,745,565
42,10,2,0.3456937074661255,1111.379150390625,428.4443359375,1156.5350341796875,456.1300354003906,1133,442
42,1,2,0.4846199154853821,376.94671630859375,638.5438232421875,449.2888488769531,693.2276000976562,413,665
43,3,2,0.3644958436489105,993.1824951171875,530.8255004882812,1057.1444091796875,573.9342041015625,1025,552
43,5,2,0.38576868176460266,835.0884399414062,589.249267578125,905.600830078125,637.4780883789062,870,613
43,16,2,0.7801522612571716,1377.9727783203125,540.4590454101562,1446.1280517578125,579.8618774414062,1412,560
43,4,2,0.572726309299469,732.6697998046875,404.5113525390625,772.8775634765625,435.7959289550781,752,420
43,2,2,0.8055579662322998,710.7295532226562,544.6624755859375,768.4290161132812,591.1775512695312,739,567
43,10,2,0.5140865445137024,1101.920654296875,425.69915771484375,1146.0213623046875,453.6318359375,1123,439
