frame,time_sec,track_id,center_x,center_y,collision_flag
1,0.05,0,929,379,0
1,0.05,1,1849,324,0
1,0.05,2,1740,271,0
1,0.05,3,803,238,0
1,0.05,4,1687,232,0
1,0.05,5,1532,228,0
1,0.05,6,623,199,0
1,0.05,7,1475,181,0
1,0.05,8,1466,119,0
1,0.05,9,608,31,0
2,0.1,0,931,381,0
2,0.1,1,1845,322,0
2,0.1,2,1737,271,0
2,0.1,5,1530,226,0
2,0.1,6,610,191,0
2,0.1,7,1472,179,0
2,0.1,8,1463,117,0
2,0.1,9,610,32,0
2,0.1,10,1782,373,0
2,0.1,11,1770,333,0
2,0.1,12,1638,256,0
2,0.1,13,634,212,0
2,0.1,14,517,19,0
2,0.1,15,547,14,0
3,0.15,0,931,379,0
3,0.15,1,1841,329,0
3,0.15,2,1735,269,0
3,0.15,5,1527,225,0
3,0.15,6,611,193,0
3,0.15,7,1469,181,0
3,0.15,8,1459,116,0
3,0.15,10,1778,374,0
3,0.15,11,1768,331,0
3,0.15,12,1630,255,0
3,0.15,13,636,214,0
4,0.2,0,936,386,0
4,0.2,1,1837,326,0
4,0.2,2,1738,268,0
4,0.2,5,1541,220,0
4,0.2,6,613,195,0
4,0.2,7,1466,175,0
4,0.2,8,1445,102,0
4,0.2,10,1774,373,0
4,0.2,12,1627,253,0
4,0.2,13,637,216,0
4,0.2,16,613,35,0
4,0.2,17,519,21,0
5,0.25,0,938,388,0
5,0.25,1,1834,325,0
5,0.25,2,1729,267,0
5,0.25,5,1539,220,0
5,0.25,6,615,197,0
5,0.25,7,1466,178,0
5,0.25,8,1453,112,0
5,0.25,10,1770,371,0
5,0.25,12,1624,252,0
5,0.25,13,639,218,0
5,0.25,16,615,36,0
5,0.25,17,520,23,0
5,0.25,18,1763,327,0
5,0.25,19,1676,224,0
5,0.25,20,1326,140,0
5,0.25,21,550,16,0
6,0.3,0,940,391,0
6,0.3,1,1829,322,0
6,0.3,2,1726,265,0
6,0.3,5,1536,218,0
6,0.3,6,616,199,0
6,0.3,7,1463,170,0
6,0.3,8,1449,110,0
6,0.3,10,1766,369,0
6,0.3,12,1623,250,0
6,0.3,13,641,220,0
6,0.3,16,617,37,0
6,0.3,19,1667,223,0
6,0.3,20,1323,137,0
7,0.35,0,944,395,0
7,0.35,1,1825,320,0
7,0.35,2,1724,252,0
7,0.35,5,1533,217,0
7,0.35,6,618,201,0
7,0.35,8,1445,109,0
7,0.35,10,1762,367,0
7,0.35,12,1620,249,0
7,0.35,13,643,223,0
7,0.35,16,619,40,0
7,0.35,19,1664,220,0
7,0.35,20,1324,135,0
7,0.35,22,552,18,0
8,0.4,0,944,392,0
8,0.4,1,1822,318,0
8,0.4,2,1722,251,0
8,0.4,5,1514,218,0
8,0.4,6,620,203,0
8,0.4,8,1443,107,0
8,0.4,10,1764,366,0
8,0.4,12,1619,247,0
8,0.4,13,644,225,0
8,0.4,16,621,40,0
8,0.4,19,1659,218,0
8,0.4,20,1322,136,0
8,0.4,23,1759,322,0
9,0.45,0,949,399,0
9,0.45,1,1817,316,0
9,0.45,2,1718,245,0
9,0.45,5,1528,213,0
9,0.45,6,621,205,0
9,0.45,8,1439,105,0
9,0.45,10,1757,362,0
9,0.45,12,1627,245,0
9,0.45,13,646,227,0
9,0.45,16,623,42,0
9,0.45,19,1656,216,0
9,0.45,20,1319,137,0
9,0.45,24,555,21,0
10,0.5,0,951,403,0
10,0.5,1,1827,314,0
10,0.5,2,1724,241,0
10,0.5,5,1525,212,0
10,0.5,6,623,208,0
10,0.5,8,1425,94,0
10,0.5,10,1761,363,0
10,0.5,12,1614,246,0
10,0.5,13,650,234,0
10,0.5,16,625,43,0
10,0.5,19,1653,213,0
10,0.5,20,1316,136,0
11,0.55,0,954,406,0
11,0.55,1,1809,312,0
11,0.55,2,1721,240,0
11,0.55,5,1522,211,0
11,0.55,6,628,210,0
11,0.55,10,1751,358,0
11,0.55,12,1612,254,0
11,0.55,13,650,232,0
11,0.55,16,627,44,0
11,0.55,19,1649,212,0
11,0.55,20,1313,135,0
12,0.6,0,958,409,0
12,0.6,1,1805,309,0
12,0.6,2,1719,238,0
12,0.6,5,1520,209,0
12,0.6,6,626,212,0
12,0.6,10,1747,354,0
12,0.6,12,1608,254,0
12,0.6,13,652,234,0
12,0.6,16,629,45,0
12,0.6,19,1644,210,0
12,0.6,20,1315,133,0
12,0.6,25,1419,89,0
12,0.6,26,558,25,0
13,0.65,0,961,413,0
13,0.65,1,1815,307,0
13,0.65,2,1718,236,0
13,0.65,5,1518,209,0
13,0.65,6,629,214,0
13,0.65,10,1746,335,0
13,0.65,12,1606,252,0
13,0.65,13,656,240,0
13,0.65,16,632,47,0
13,0.65,19,1638,207,0
13,0.65,20,1313,131,0
13,0.65,26,559,26,0
13,0.65,27,530,34,0
14,0.7,0,963,415,0
14,0.7,1,1811,305,0
14,0.7,2,1714,234,0
14,0.7,5,1515,207,0
14,0.7,6,655,238,0
14,0.7,10,1750,363,0
14,0.7,12,1603,254,0
14,0.7,16,634,48,0
14,0.7,19,1634,206,0
14,0.7,20,1310,130,0
14,0.7,28,1431,154,0
14,0.7,29,1424,97,0
15,0.75,0,967,419,0
15,0.75,1,1793,302,0
15,0.75,5,1513,205,0
15,0.75,6,660,245,0
15,0.75,10,1741,346,0
15,0.75,12,1599,254,0
15,0.75,16,636,49,0
15,0.75,19,1634,203,0
15,0.75,20,1307,128,0
15,0.75,28,1430,148,0
15,0.75,29,1417,91,0
15,0.75,30,561,29,0
16,0.8,0,970,422,0
16,0.8,1,1789,301,0
16,0.8,5,1510,204,0
16,0.8,6,661,247,0
16,0.8,10,1758,378,0
16,0.8,12,1597,253,0
16,0.8,16,638,50,0
16,0.8,19,1630,201,0
16,0.8,20,1306,131,0
16,0.8,28,1428,146,0
16,0.8,30,533,38,0
16,0.8,31,1696,233,0
16,0.8,32,633,220,0
17,0.85,0,973,425,0
17,0.85,1,1784,299,0
17,0.85,5,1508,203,0
17,0.85,6,661,245,0
17,0.85,10,1747,376,0
17,0.85,12,1610,263,0
17,0.85,16,640,51,0
17,0.85,19,1623,199,0
17,0.85,20,1304,129,0
17,0.85,28,1420,151,0
17,0.85,31,1690,236,0
17,0.85,32,635,222,0
17,0.85,33,749,290,0
17,0.85,34,830,272,0
17,0.85,35,1588,232,0
18,0.9,0,976,429,0
18,0.9,1,1781,297,0
18,0.9,5,1505,201,0
18,0.9,6,663,248,0
18,0.9,10,1746,377,0
18,0.9,12,1590,250,0
18,0.9,16,642,53,0
18,0.9,19,1622,197,0
18,0.9,20,1301,127,0
18,0.9,28,1417,152,0
18,0.9,31,1685,234,0
18,0.9,32,637,225,0
18,0.9,33,750,292,0
18,0.9,36,536,41,0
18,0.9,37,565,33,0
19,0.95,0,980,433,0
19,0.95,1,1776,295,0
19,0.95,5,1502,199,0
19,0.95,6,665,250,0
19,0.95,12,1592,261,0
19,0.95,16,645,52,0
19,0.95,19,1614,195,0
19,0.95,20,1295,121,0
19,0.95,28,1414,150,0
19,0.95,31,1681,234,0
19,0.95,32,639,227,0
19,0.95,36,537,42,0
19,0.95,38,833,273,0
20,1.0,0,983,436,0
20,1.0,1,1772,293,0
20,1.0,5,1500,199,0
20,1.0,6,667,252,0
20,1.0,12,1583,260,0
20,1.0,16,647,55,0
20,1.0,19,1610,193,0
20,1.0,20,1291,119,0
20,1.0,28,1410,146,0
20,1.0,31,1677,234,0
20,1.0,32,641,229,0
20,1.0,36,567,35,0
20,1.0,39,752,297,0
21,1.05,0,986,440,0
21,1.05,1,1768,290,0
21,1.05,5,1497,196,0
21,1.05,6,669,255,0
21,1.05,12,1591,236,0
21,1.05,16,650,56,0
21,1.05,19,1610,190,0
21,1.05,20,1292,121,0
21,1.05,28,1407,146,0
21,1.05,31,1673,234,0
21,1.05,32,643,231,0
21,1.05,36,568,36,1
21,1.05,40,1608,291,0
21,1.05,41,838,280,0
21,1.05,42,1401,85,0
21,1.05,43,540,45,1
22,1.1,0,989,442,0
22,1.1,1,1764,288,0
22,1.1,5,1495,195,0
22,1.1,6,660,245,0
22,1.1,12,1597,260,0
22,1.1,16,652,56,0
22,1.1,19,1602,189,0
22,1.1,20,1288,120,0
22,1.1,28,1404,142,0
22,1.1,31,1669,232,0
22,1.1,41,838,278,0
22,1.1,44,753,294,0
23,1.15,0,992,446,0
23,1.15,1,1759,286,0
23,1.15,5,1492,194,0
23,1.15,6,646,235,0
23,1.15,12,1595,259,0
23,1.15,16,655,59,0
23,1.15,19,1597,186,0
23,1.15,20,1282,114,0
23,1.15,28,1400,142,0
23,1.15,31,1666,231,0
23,1.15,41,842,284,0
23,1.15,44,755,297,0
23,1.15,45,672,259,0
23,1.15,46,541,48,0
24,1.2,0,995,449,0
24,1.2,1,1755,284,0
24,1.2,5,1489,192,0
24,1.2,6,648,234,0
24,1.2,12,1591,259,0
24,1.2,16,657,58,0
24,1.2,19,1593,185,0
24,1.2,20,1283,116,0
24,1.2,28,1398,141,0
24,1.2,31,1662,230,0
24,1.2,41,843,286,0
24,1.2,45,674,262,0
24,1.2,46,543,50,0
25,1.25,0,998,452,0
25,1.25,1,1750,282,0
25,1.25,5,1487,190,0
25,1.25,6,665,253,0
25,1.25,12,1591,257,0
25,1.25,16,660,60,0
25,1.25,20,1276,110,0
25,1.25,28,1394,134,0
25,1.25,31,1658,228,0
25,1.25,41,846,288,0
25,1.25,47,754,302,0
26,1.3,0,1002,456,0
26,1.3,1,1747,279,0
26,1.3,5,1484,189,0
26,1.3,6,667,255,0
26,1.3,12,1587,256,0
26,1.3,16,663,61,0
26,1.3,20,1276,113,0
26,1.3,28,1391,132,0
26,1.3,31,1654,226,0
26,1.3,41,848,291,0
26,1.3,47,754,304,0
26,1.3,48,1589,180,0
26,1.3,49,545,53,0
26,1.3,50,574,44,0
27,1.35,0,1005,460,0
27,1.35,1,1743,277,0
27,1.35,5,1482,188,0
27,1.35,6,654,245,0
27,1.35,12,1584,254,0
27,1.35,20,1270,107,0
27,1.35,28,1387,132,0
27,1.35,31,1651,224,0
27,1.35,41,851,293,0
27,1.35,47,758,306,0
27,1.35,48,1584,179,0
27,1.35,49,575,45,0
27,1.35,51,680,266,0
28,1.4,0,1008,463,0
28,1.4,1,1738,276,0
28,1.4,5,1479,186,0
28,1.4,6,655,247,0
28,1.4,12,1580,252,0
28,1.4,20,1268,106,0
28,1.4,28,1384,128,0
28,1.4,31,1647,222,0
28,1.4,41,853,296,0
28,1.4,47,760,309,0
28,1.4,49,576,45,0
28,1.4,51,685,276,0
28,1.4,52,669,63,0
29,1.45,0,1011,466,0
29,1.45,1,1735,272,0
29,1.45,5,1477,184,0
29,1.45,6,658,250,0
29,1.45,12,1577,239,0
29,1.45,20,1268,108,0
29,1.45,28,1381,131,0
29,1.45,31,1643,220,0
29,1.45,41,856,299,0
29,1.45,47,767,311,0
29,1.45,49,578,49,0
29,1.45,51,683,271,0
29,1.45,52,671,64,0
30,1.5,0,1014,470,0
30,1.5,1,1731,271,0
30,1.5,5,1475,182,0
30,1.5,6,674,265,0
30,1.5,12,1563,234,0
30,1.5,20,1262,102,0
30,1.5,28,1378,127,0
30,1.5,31,1639,218,0
30,1.5,41,858,301,0
30,1.5,47,770,313,0
30,1.5,52,682,67,0
31,1.55,0,1018,473,0
31,1.55,1,1730,267,0
31,1.55,5,1473,181,0
31,1.55,6,687,276,0
31,1.55,12,1569,233,0
31,1.55,20,1259,100,0
31,1.55,28,1375,124,0
31,1.55,31,1635,216,0
31,1.55,41,861,304,0
31,1.55,47,772,316,0
31,1.55,52,686,68,0
31,1.55,53,661,254,0
31,1.55,54,551,60,0
31,1.55,55,580,51,0
32,1.6,0,1021,477,0
32,1.6,1,1728,265,0
32,1.6,5,1472,168,0
32,1.6,6,689,281,0
32,1.6,12,1567,229,0
32,1.6,20,1260,103,0
32,1.6,28,1372,122,0
32,1.6,31,1631,214,0
32,1.6,41,863,306,0
32,1.6,47,774,318,0
32,1.6,52,681,67,0
32,1.6,53,662,252,0
32,1.6,54,581,53,0
32,1.6,56,1566,168,0
33,1.65,0,1024,480,0
33,1.65,1,1729,263,0
33,1.65,5,1470,164,0
33,1.65,6,691,284,0
33,1.65,12,1561,227,0
33,1.65,20,1253,97,0
33,1.65,28,1369,124,0
33,1.65,31,1628,212,0
33,1.65,41,866,309,0
33,1.65,47,777,321,0
33,1.65,52,684,68,0
33,1.65,53,665,259,0
33,1.65,54,582,52,0
33,1.65,57,746,235,0
34,1.7,0,1028,484,0
34,1.7,1,1722,263,0
34,1.7,5,1468,165,0
34,1.7,6,694,286,0
34,1.7,12,1560,231,0
34,1.7,20,1250,95,0
34,1.7,28,1365,123,0
34,1.7,31,1623,210,0
34,1.7,41,868,312,0
34,1.7,47,779,324,0
34,1.7,52,688,69,0
34,1.7,53,667,262,0
34,1.7,54,583,55,0
35,1.75,0,1031,488,0
35,1.75,1,1721,261,0
35,1.75,5,1466,159,0
35,1.75,6,696,289,0
35,1.75,12,1547,230,0
35,1.75,20,1247,93,0
35,1.75,28,1362,119,0
35,1.75,31,1619,208,0
35,1.75,41,870,314,0
35,1.75,47,781,327,0
35,1.75,52,691,70,0
35,1.75,53,669,264,0
35,1.75,54,557,65,0
35,1.75,58,1555,163,0
36,1.8,0,1035,491,0
36,1.8,1,1716,258,0
36,1.8,6,687,280,0
36,1.8,12,1544,231,0
36,1.8,20,1245,92,0
36,1.8,28,1359,114,0
36,1.8,31,1616,206,0
36,1.8,41,873,316,0
36,1.8,47,788,336,0
36,1.8,52,695,71,0
36,1.8,54,586,57,0
36,1.8,58,1548,160,0
37,1.85,0,1038,495,0
37,1.85,1,1712,256,0
37,1.85,6,689,282,0
37,1.85,12,1541,230,0
37,1.85,20,1245,94,0
37,1.85,28,1356,112,0
37,1.85,31,1612,204,0
37,1.85,41,875,320,0
37,1.85,47,785,332,0
37,1.85,52,707,74,0
37,1.85,54,587,59,1
37,1.85,58,1543,158,0
37,1.85,59,762,256,0
37,1.85,60,1462,158,0
37,1.85,61,559,69,1
38,1.9,0,1041,498,0
38,1.9,1,1707,253,0
38,1.9,6,701,296,0
38,1.9,12,1538,231,0
38,1.9,20,1239,89,0
38,1.9,28,1353,111,0
38,1.9,31,1608,202,0
38,1.9,41,878,322,0
38,1.9,47,788,335,0
38,1.9,52,711,75,0
38,1.9,58,1540,157,0
38,1.9,60,1456,155,0
38,1.9,62,674,271,0
39,1.95,0,1045,502,0
39,1.95,1,1693,250,0
39,1.95,6,703,299,0
39,1.95,12,1534,230,0
39,1.95,20,1239,91,0
39,1.95,28,1350,109,0
39,1.95,31,1604,200,0
39,1.95,41,880,324,0
39,1.95,47,790,337,0
39,1.95,52,715,76,0
39,1.95,58,1536,155,0
39,1.95,60,1450,157,0
39,1.95,62,676,274,0
39,1.95,63,1635,258,0
39,1.95,64,562,72,1
39,1.95,65,589,61,1
40,2.0,0,1049,506,0
40,2.0,1,1685,234,0
40,2.0,6,705,299,0
40,2.0,12,1530,225,0
40,2.0,20,1234,86,0
40,2.0,28,1347,108,0
40,2.0,31,1601,198,0
40,2.0,41,883,327,0
40,2.0,47,793,340,0
40,2.0,52,710,75,0
40,2.0,58,1532,153,0
40,2.0,60,1446,159,0
40,2.0,62,678,276,0
40,2.0,63,1631,256,0
40,2.0,64,563,73,1
40,2.0,65,591,63,1
41,2.05,0,1052,510,0
41,2.05,1,1676,226,0
41,2.05,6,707,304,0
41,2.05,12,1536,211,0
41,2.05,20,1231,84,0
41,2.05,28,1341,106,0
41,2.05,31,1596,196,0
41,2.05,41,885,330,0
41,2.05,47,795,343,0
41,2.05,52,714,76,0
41,2.05,58,1530,151,0
41,2.05,60,1443,158,0
41,2.05,62,680,278,0
41,2.05,63,1627,254,0
41,2.05,64,564,74,1
41,2.05,65,592,64,1
41,2.05,66,1520,255,0
42,2.1,0,1056,514,0
42,2.1,1,1667,234,0
42,2.1,6,709,308,0
42,2.1,12,1530,225,0
42,2.1,20,1231,86,0
42,2.1,28,1341,109,0
42,2.1,31,1592,194,0
42,2.1,41,889,333,0
42,2.1,47,797,347,0
42,2.1,52,718,77,0
42,2.1,58,1525,149,0
42,2.1,60,1440,158,0
42,2.1,62,683,281,0
42,2.1,63,1625,265,0
42,2.1,64,566,76,1
42,2.1,65,594,66,1
43,2.15,0,1060,518,0
43,2.15,1,1658,216,0
43,2.15,6,712,307,0
43,2.15,12,1526,233,0
43,2.15,20,1229,85,0
43,2.15,28,1338,103,0
43,2.15,31,1589,192,0
43,2.15,41,891,336,0
43,2.15,47,800,349,0
43,2.15,52,722,77,0
43,2.15,58,1523,147,0
43,2.15,60,1437,160,0
43,2.15,62,685,284,0
43,2.15,63,1613,263,0
43,2.15,64,567,78,0
43,2.15,65,595,66,0
43,2.15,67,1503,191,0
44,2.2,0,1064,521,0
44,2.2,1,1667,222,0
44,2.2,6,714,312,0
44,2.2,12,1522,229,0
44,2.2,20,1226,83,0
44,2.2,28,1332,101,0
44,2.2,31,1585,190,0
44,2.2,41,895,339,0
44,2.2,47,803,352,0
44,2.2,52,727,78,0
44,2.2,58,1519,145,0
44,2.2,60,1434,158,0
44,2.2,62,687,286,0
44,2.2,63,1609,262,0
44,2.2,64,568,79,0
44,2.2,65,596,68,0
44,2.2,67,1500,189,0
44,2.2,68,776,272,0
45,2.25,0,1067,525,0
45,2.25,1,1663,222,0
45,2.25,6,716,315,0
45,2.25,12,1512,216,0
45,2.25,20,1224,82,0
45,2.25,28,1332,103,0
45,2.25,31,1581,188,0
45,2.25,41,897,342,0
45,2.25,47,805,356,0
45,2.25,52,731,79,0
45,2.25,58,1518,143,0
45,2.25,60,1431,158,0
45,2.25,62,689,289,0
45,2.25,63,1605,260,0
45,2.25,64,569,81,0
45,2.25,65,597,70,0
45,2.25,69,1504,246,0
46,2.3,0,1071,529,0
46,2.3,1,1647,216,0
46,2.3,6,721,320,0
46,2.3,12,1518,212,0
46,2.3,20,1223,80,0
46,2.3,28,1329,100,0
46,2.3,31,1577,186,0
46,2.3,41,900,345,0
46,2.3,47,808,358,0
46,2.3,52,735,79,0
46,2.3,60,1428,156,0
46,2.3,62,691,291,0
46,2.3,63,1600,258,0
46,2.3,64,570,82,0
46,2.3,65,598,69,0
46,2.3,69,1500,244,0
47,2.35,0,1074,533,0
47,2.35,1,1643,215,0
47,2.35,6,724,323,0
47,2.35,12,1520,222,0
47,2.35,20,1223,79,0
47,2.35,28,1325,98,0
47,2.35,31,1573,184,0
47,2.35,41,904,349,0
47,2.35,47,803,362,0
47,2.35,52,740,81,0
47,2.35,60,1425,155,0
47,2.35,62,693,294,0
47,2.35,63,1596,256,0
47,2.35,64,573,84,1
47,2.35,65,600,73,1
47,2.35,69,1495,242,0
47,2.35,70,652,181,0
47,2.35,71,1507,139,0
48,2.4,0,1078,537,0
48,2.4,1,1639,214,0
48,2.4,6,722,321,0
48,2.4,12,1511,199,0
48,2.4,20,1223,78,0
48,2.4,28,1323,95,0
48,2.4,31,1569,182,0
48,2.4,41,906,352,0
48,2.4,47,813,365,0
48,2.4,60,1422,154,0
48,2.4,62,695,297,0
48,2.4,63,1592,254,0
48,2.4,64,601,74,0
48,2.4,69,1492,239,0
48,2.4,70,654,184,0
49,2.45,0,1081,540,0
49,2.45,1,1630,203,0
49,2.45,6,728,328,0
49,2.45,12,1512,207,0
49,2.45,20,1223,76,0
49,2.45,28,1317,93,0
49,2.45,31,1565,180,0
49,2.45,41,910,356,0
49,2.45,47,820,376,0
49,2.45,60,1419,152,0
49,2.45,62,697,299,0
49,2.45,63,1590,251,0
49,2.45,64,603,76,0
49,2.45,69,1488,237,0
49,2.45,70,656,187,0
49,2.45,72,788,285,0
49,2.45,73,1500,136,0
49,2.45,74,761,84,0
49,2.45,75,511,13,0
50,2.5,0,1085,545,0
50,2.5,1,1638,208,0
50,2.5,6,727,326,0
50,2.5,12,1503,203,0
50,2.5,20,1220,75,0
50,2.5,28,1316,93,0
50,2.5,31,1561,178,0
50,2.5,41,913,359,0
50,2.5,47,810,371,0
50,2.5,60,1415,150,0
50,2.5,62,699,302,0
50,2.5,63,1588,249,0
50,2.5,64,604,77,1
50,2.5,69,1484,235,0
50,2.5,70,659,190,0
50,2.5,73,1496,134,0
50,2.5,74,765,84,0
50,2.5,75,512,14,0
50,2.5,76,1607,283,0
50,2.5,77,577,89,1
51,2.55,0,1089,549,0
51,2.55,1,1641,223,0
51,2.55,6,729,328,0
51,2.55,12,1500,194,0
51,2.55,20,1218,74,0
51,2.55,28,1314,90,0
51,2.55,31,1558,175,0
51,2.55,41,917,363,0
51,2.55,47,821,374,0
51,2.55,60,1412,149,0
51,2.55,62,701,304,0
51,2.55,63,1583,247,0
51,2.55,64,605,78,0
51,2.55,69,1480,233,0
51,2.55,70,661,193,0
51,2.55,73,1494,133,0
51,2.55,74,767,84,0
51,2.55,75,510,15,0
51,2.55,76,1598,287,0
51,2.55,77,577,89,0
52,2.6,0,1093,553,0
52,2.6,1,1637,222,0
52,2.6,6,719,321,0
52,2.6,12,1487,204,0
52,2.6,28,1311,88,0
52,2.6,31,1555,173,0
52,2.6,41,921,366,0
52,2.6,47,824,377,0
52,2.6,60,1409,147,0
52,2.6,63,1579,244,0
52,2.6,64,579,91,0
52,2.6,70,664,196,0
52,2.6,73,1490,130,0
52,2.6,74,763,84,0
52,2.6,75,511,15,0
53,2.65,0,1096,557,0
53,2.65,1,1621,212,0
53,2.65,6,706,310,0
53,2.65,12,1487,212,0
53,2.65,28,1308,91,0
53,2.65,31,1551,171,0
53,2.65,41,924,370,0
53,2.65,47,818,376,0
53,2.65,60,1406,146,0
53,2.65,63,1575,238,0
53,2.65,64,580,93,1
53,2.65,70,667,199,0
53,2.65,73,1486,128,0
53,2.65,75,512,16,0
53,2.65,78,733,334,0
53,2.65,79,1593,282,0
53,2.65,80,607,82,1
53,2.65,81,1213,70,0
54,2.7,0,1100,561,0
54,2.7,1,1629,217,0
54,2.7,6,708,312,0
54,2.7,12,1483,209,0
54,2.7,28,1305,85,0
54,2.7,31,1546,169,0
54,2.7,41,927,374,0
54,2.7,47,822,379,0
54,2.7,60,1403,143,0
54,2.7,63,1571,238,0
54,2.7,64,609,81,0
54,2.7,70,669,202,0
54,2.7,75,513,17,0
54,2.7,78,736,336,0
54,2.7,79,1587,280,0
55,2.75,0,1104,565,0
55,2.75,1,1612,207,0
55,2.75,6,710,315,0
55,2.75,12,1479,198,0
55,2.75,28,1302,84,0
55,2.75,31,1542,167,0
55,2.75,41,931,378,0
55,2.75,47,825,383,0
55,2.75,60,1400,142,0
55,2.75,63,1574,232,1
55,2.75,64,611,85,0
55,2.75,70,672,205,0
55,2.75,75,514,17,0
55,2.75,78,738,339,0
55,2.75,79,1583,277,0
55,2.75,82,1554,249,1
55,2.75,83,583,97,0
56,2.8,0,1108,569,0
56,2.8,1,1620,213,0
56,2.8,6,712,318,0
56,2.8,12,1475,196,0
56,2.8,28,1299,86,0
56,2.8,31,1539,165,0
56,2.8,41,935,382,0
56,2.8,47,832,394,0
56,2.8,60,1397,140,0
56,2.8,63,1570,230,1
56,2.8,64,611,86,1
56,2.8,70,675,209,0
56,2.8,75,515,18,0
56,2.8,78,739,342,0
56,2.8,79,1583,275,0
56,2.8,82,1546,247,1
56,2.8,83,584,99,1
57,2.85,0,1112,573,0
57,2.85,1,1616,210,0
57,2.85,6,734,340,0
57,2.85,12,1472,194,0
57,2.85,28,1296,82,0
57,2.85,31,1535,163,0
57,2.85,41,939,385,0
57,2.85,47,831,390,0
57,2.85,60,1394,139,0
57,2.85,63,1567,228,0
57,2.85,64,613,88,0
57,2.85,70,678,212,0
57,2.85,75,517,19,0
57,2.85,82,1541,244,0
57,2.85,83,585,100,0
57,2.85,84,13,320,0
58,2.9,0,1116,578,0
58,2.9,1,1613,208,0
58,2.9,6,732,338,0
58,2.9,12,1471,195,0
58,2.9,28,1293,81,0
58,2.9,31,1531,161,0
58,2.9,41,942,389,0
58,2.9,47,834,393,0
58,2.9,60,1391,137,0
58,2.9,63,1551,230,0
58,2.9,64,615,89,0
58,2.9,70,681,215,0
58,2.9,75,518,20,0
58,2.9,82,1577,269,0
58,2.9,83,588,106,0
58,2.9,84,16,318,0
59,2.95,0,1120,582,0
59,2.95,1,1608,206,0
59,2.95,6,735,340,0
59,2.95,12,1469,179,0
59,2.95,28,1291,79,0
59,2.95,31,1527,159,0
59,2.95,41,945,392,0
59,2.95,47,836,396,0
59,2.95,60,1388,135,0
59,2.95,63,1547,228,0
59,2.95,64,615,90,0
59,2.95,70,684,219,0
59,2.95,75,518,21,0
59,2.95,82,1572,265,0
59,2.95,83,589,107,0
59,2.95,84,19,317,0
60,3.0,0,1124,586,0
60,3.0,1,1603,204,0
60,3.0,6,741,348,0
60,3.0,12,1470,184,0
60,3.0,28,1288,75,0
60,3.0,31,1523,157,0
60,3.0,41,949,396,0
60,3.0,47,841,400,0
60,3.0,60,1384,133,0
60,3.0,63,1555,222,0
60,3.0,64,617,92,0
60,3.0,70,686,222,0
60,3.0,75,520,22,0
60,3.0,83,591,109,0
60,3.0,84,22,317,0
60,3.0,85,813,313,0
60,3.0,86,1528,237,0
61,3.05,0,1128,590,0
61,3.05,1,1588,194,0
61,3.05,6,743,352,0
61,3.05,12,1462,173,0
61,3.05,28,1285,77,0
61,3.05,31,1519,156,0
61,3.05,41,952,399,0
61,3.05,47,841,404,0
61,3.05,60,1381,132,0
61,3.05,63,1552,220,1
61,3.05,64,618,93,1
61,3.05,70,690,226,0
61,3.05,75,521,24,0
61,3.05,83,592,107,1
61,3.05,84,25,316,0
61,3.05,86,1526,234,1
62,3.1,0,1132,595,0
62,3.1,1,1583,192,0
62,3.1,6,742,349,0
62,3.1,12,1453,171,0
62,3.1,28,1282,74,0
62,3.1,31,1516,153,0
62,3.1,41,955,402,0
62,3.1,47,846,408,0
62,3.1,60,1379,130,0
62,3.1,63,1535,221,0
62,3.1,64,619,93,0
62,3.1,70,692,230,0
62,3.1,75,522,25,0
62,3.1,84,28,315,0
63,3.15,0,1137,599,0
63,3.15,1,1579,190,0
63,3.15,6,745,352,0
63,3.15,12,1464,175,0
63,3.15,28,1279,73,0
63,3.15,31,1512,151,0
63,3.15,41,957,406,0
63,3.15,47,848,411,0
63,3.15,60,1376,128,0
63,3.15,63,1544,216,1
63,3.15,64,621,96,0
63,3.15,70,695,234,0
63,3.15,75,524,26,0
63,3.15,84,31,314,0
63,3.15,87,820,321,0
63,3.15,88,1518,229,1
63,3.15,89,595,111,0
64,3.2,0,1141,604,0
64,3.2,1,1587,195,0
64,3.2,6,747,356,0
64,3.2,12,1446,164,0
64,3.2,28,1277,74,0
64,3.2,31,1508,150,0
64,3.2,41,960,409,0
64,3.2,47,852,415,0
64,3.2,60,1373,125,0
64,3.2,63,1527,217,0
64,3.2,64,622,98,0
64,3.2,70,699,238,0
64,3.2,75,525,29,0
64,3.2,84,34,318,0
64,3.2,88,1550,256,0
64,3.2,89,596,113,0
64,3.2,90,1448,109,0
65,3.25,0,1146,609,0
65,3.25,1,1583,193,0
65,3.25,6,753,365,0
65,3.25,28,1274,69,0
65,3.25,31,1504,148,0
65,3.25,41,963,412,0
65,3.25,47,865,424,0
65,3.25,60,1370,117,0
65,3.25,63,1536,212,1
65,3.25,64,619,97,1
65,3.25,70,702,241,0
65,3.25,75,526,29,0
65,3.25,84,37,317,0
65,3.25,88,1542,255,0
65,3.25,89,598,114,1
65,3.25,90,1445,108,0
65,3.25,91,1512,226,1
66,3.3,0,1150,614,0
66,3.3,1,1579,190,0
66,3.3,6,756,368,0
66,3.3,28,1271,67,0
66,3.3,31,1500,146,0
66,3.3,41,967,416,0
66,3.3,47,868,429,0
66,3.3,60,1366,117,0
66,3.3,63,1534,210,1
66,3.3,64,625,101,1
