frame,time_sec,track_id,center_x,center_y,collision_flag
332,16.6,398,1381,1057,0
332,16.6,400,31,318,0
332,16.6,401,561,125,0
332,16.6,405,966,474,0
332,16.6,408,1180,810,0
332,16.6,409,516,62,0
333,16.65,75,1431,1001,0
333,16.65,208,1160,775,0
333,16.65,214,812,304,0
333,16.65,259,1307,1058,0
333,16.65,267,962,546,0
333,16.65,306,682,343,0
333,16.65,327,990,508,0
333,16.65,347,1155,688,0
333,16.65,356,628,121,0
333,16.65,367,546,158,0
333,16.65,375,654,88,0
333,16.65,382,1368,927,0
333,16.65,395,592,59,0
333,16.65,398,1385,1059,0
333,16.65,400,34,316,0
333,16.65,401,563,127,0
333,16.65,405,968,477,0
333,16.65,409,550,62,0
334,16.7,75,1438,1007,0
334,16.7,208,1162,778,0
334,16.7,214,813,301,0
334,16.7,259,1310,1062,0
334,16.7,267,966,552,0
334,16.7,306,686,349,0
334,16.7,327,994,511,0
334,16.7,347,1161,694,0
334,16.7,356,630,123,0
334,16.7,367,548,160,0
334,16.7,375,656,90,0
334,16.7,382,1374,934,0
334,16.7,395,552,63,0
334,16.7,398,1387,1061,0
334,16.7,400,37,316,0
334,16.7,401,564,129,0
334,16.7,405,967,480,0
335,16.75,75,1448,1014,0
335,16.75,208,1164,781,0
335,16.75,214,818,310,0
335,16.75,259,1316,1066,0
335,16.75,267,970,557,0
335,16.75,306,691,354,0
335,16.75,327,996,514,0
335,16.75,347,1165,699,0
335,16.75,356,632,125,0
335,16.75,367,550,164,0
335,16.75,375,659,92,0
335,16.75,382,1381,938,0
335,16.75,395,553,64,0
335,16.75,398,1391,1064,0
335,16.75,400,44,315,0
335,16.75,401,566,131,0
335,16.75,405,969,483,0
335,16.75,410,520,72,0
335,16.75,411,596,65,0
336,16.8,75,1452,1024,0
336,16.8,208,1167,783,0
336,16.8,214,818,308,0
336,16.8,267,974,562,0
336,16.8,306,695,360,0
336,16.8,327,986,501,0
336,16.8,347,1170,704,0
336,16.8,356,634,127,0
336,16.8,367,552,166,0
336,16.8,375,662,95,0
336,16.8,382,1388,948,0
336,16.8,395,554,65,0
336,16.8,398,1395,1066,0
336,16.8,400,51,315,0
336,16.8,401,567,133,0
337,16.85,75,1458,1029,0
337,16.85,208,1169,786,0
337,16.85,214,824,317,0
337,16.85,267,980,569,0
337,16.85,306,699,366,0
337,16.85,327,980,489,0
337,16.85,347,1176,710,0
337,16.85,356,636,129,0
337,16.85,367,554,169,0
337,16.85,375,664,97,0
337,16.85,382,1394,955,0
337,16.85,395,597,65,0
337,16.85,400,58,314,0
337,16.85,401,570,135,0
337,16.85,412,1002,521,0
338,16.9,75,1466,1037,0
338,16.9,208,1171,788,0
338,16.9,214,826,320,0
338,16.9,267,984,574,0
338,16.9,306,704,372,0
338,16.9,327,992,507,0
338,16.9,347,1181,716,0
338,16.9,356,638,131,0
338,16.9,367,556,172,0
338,16.9,375,667,101,0
338,16.9,382,1400,962,0
338,16.9,395,600,69,0
338,16.9,400,64,313,0
338,16.9,401,572,137,0
338,16.9,413,524,73,0
338,16.9,414,557,69,0
338,16.9,415,510,14,0
339,16.95,75,1471,1042,0
339,16.95,208,1173,791,0
339,16.95,214,829,323,0
339,16.95,267,988,579,0
339,16.95,306,708,379,0
339,16.95,327,995,511,0
339,16.95,347,1183,719,0
339,16.95,356,639,133,0
339,16.95,367,558,175,0
339,16.95,375,669,103,0
339,16.95,382,1406,969,0
339,16.95,395,601,66,0
339,16.95,400,71,312,0
339,16.95,401,573,139,0
339,16.95,413,523,73,0
339,16.95,414,558,70,0
340,17.0,75,1478,1045,0
340,17.0,208,1175,793,0
340,17.0,214,832,326,0
340,17.0,267,993,583,0
340,17.0,306,713,384,0
340,17.0,327,1000,515,0
340,17.0,347,1187,724,0
340,17.0,356,641,135,0
340,17.0,367,561,178,0
340,17.0,375,672,106,0
340,17.0,382,1412,975,0
340,17.0,395,603,72,0
340,17.0,400,78,311,0
340,17.0,401,575,142,0
340,17.0,413,525,76,0
340,17.0,416,512,16,0
341,17.05,75,1483,1051,0
341,17.05,208,1177,795,0
341,17.05,214,832,323,0
341,17.05,267,998,589,0
341,17.05,306,717,391,0
341,17.05,327,1003,519,0
341,17.05,347,1190,726,0
341,17.05,356,643,137,0
341,17.05,367,564,182,0
341,17.05,375,675,108,0
341,17.05,382,1419,982,0
341,17.05,395,606,77,0
341,17.05,400,85,310,0
341,17.05,401,577,144,0
341,17.05,413,527,78,0
341,17.05,416,514,16,0
341,17.05,417,561,73,0
342,17.1,75,1489,1052,0
342,17.1,208,1179,798,0
342,17.1,214,838,333,0
342,17.1,267,997,586,0
342,17.1,306,722,397,0
342,17.1,327,1007,523,0
342,17.1,347,1192,730,0
342,17.1,356,645,140,0
342,17.1,367,566,185,0
342,17.1,375,677,111,0
342,17.1,382,1424,988,0
342,17.1,395,604,70,0
342,17.1,400,100,306,0
342,17.1,401,579,147,0
342,17.1,418,68,312,0
343,17.15,75,1494,1055,0
343,17.15,208,1181,800,0
343,17.15,214,842,337,0
343,17.15,267,1005,597,0
343,17.15,306,727,403,0
343,17.15,327,1011,528,0
343,17.15,347,1196,734,0
343,17.15,356,647,141,0
343,17.15,367,568,188,0
343,17.15,375,680,114,0
343,17.15,382,1429,994,0
343,17.15,395,608,80,0
343,17.15,400,98,309,0
343,17.15,401,581,149,0
343,17.15,419,529,81,0
343,17.15,420,563,75,0
343,17.15,421,997,63,0
344,17.2,75,1497,1058,0
344,17.2,208,1183,803,0
344,17.2,214,841,334,0
344,17.2,267,1004,594,0
344,17.2,306,731,410,0
344,17.2,327,1015,533,0
344,17.2,347,1200,738,0
344,17.2,356,648,143,0
344,17.2,367,571,192,0
344,17.2,375,683,117,0
344,17.2,382,1434,1000,0
344,17.2,395,608,79,0
344,17.2,400,105,308,0
344,17.2,401,582,151,0
344,17.2,419,529,77,0
344,17.2,420,565,77,0
344,17.2,422,516,20,0
345,17.25,75,1511,1061,0
345,17.25,208,1185,805,0
345,17.25,214,848,343,0
345,17.25,267,1007,598,0
345,17.25,306,736,416,0
345,17.25,327,1006,522,0
345,17.25,347,1203,741,0
345,17.25,356,650,146,0
345,17.25,367,573,195,0
345,17.25,375,686,120,0
345,17.25,382,1439,1005,0
345,17.25,395,610,80,0
345,17.25,400,112,308,0
345,17.25,401,584,154,0
345,17.25,419,530,79,0
345,17.25,420,566,78,0
345,17.25,422,518,22,0
345,17.25,423,1033,556,0
346,17.3,75,1514,1064,0
346,17.3,208,1192,808,0
346,17.3,214,851,347,0
346,17.3,267,1003,589,0
346,17.3,306,741,422,0
346,17.3,327,1024,542,0
346,17.3,347,1207,746,0
346,17.3,356,652,147,0
346,17.3,367,576,199,0
346,17.3,375,689,124,0
346,17.3,382,1443,1009,0
346,17.3,395,611,82,0
346,17.3,400,118,307,0
346,17.3,401,587,156,0
346,17.3,419,529,80,0
346,17.3,420,567,81,0
346,17.3,422,519,23,0
346,17.3,424,1023,623,0
347,17.35,208,1190,811,0
347,17.35,214,854,350,0
347,17.35,267,1004,591,0
347,17.35,306,745,428,0
347,17.35,327,1028,546,0
347,17.35,347,1213,752,0
347,17.35,356,654,150,0
347,17.35,367,578,202,0
347,17.35,375,692,127,0
347,17.35,382,1447,1013,0
347,17.35,395,612,81,0
347,17.35,400,125,306,0
347,17.35,401,589,159,0
347,17.35,419,533,82,0
347,17.35,420,569,82,0
347,17.35,422,520,24,0
347,17.35,424,1029,625,0
348,17.4,208,1192,814,0
348,17.4,214,858,354,0
348,17.4,267,1046,570,0
348,17.4,306,750,434,0
348,17.4,327,1019,536,0
348,17.4,347,1217,756,0
348,17.4,356,656,153,0
348,17.4,367,582,206,0
348,17.4,375,695,130,0
348,17.4,382,1464,1035,0
348,17.4,395,615,84,0
348,17.4,400,132,306,0
348,17.4,401,591,161,0
348,17.4,419,535,89,0
348,17.4,420,570,84,0
348,17.4,422,521,26,0
349,17.45,208,1195,817,0
349,17.45,214,860,358,0
349,17.45,267,1049,575,0
349,17.45,306,755,441,0
349,17.45,347,1221,763,0
349,17.45,356,658,154,0
349,17.45,367,583,209,0
349,17.45,375,698,133,0
349,17.45,382,1454,1021,0
349,17.45,395,617,87,0
349,17.45,400,139,305,0
349,17.45,401,593,165,0
349,17.45,419,534,88,0
349,17.45,420,571,86,0
349,17.45,422,522,27,0
349,17.45,425,1011,55,0
350,17.5,208,1197,820,0
350,17.5,214,864,362,0
350,17.5,267,1054,580,0
350,17.5,306,760,449,0
350,17.5,347,1226,768,0
350,17.5,356,659,166,0
350,17.5,367,586,213,0
350,17.5,375,700,136,0
350,17.5,382,1457,1025,0
350,17.5,395,617,87,0
350,17.5,400,145,304,0
350,17.5,401,595,166,0
350,17.5,419,536,86,0
350,17.5,426,1222,858,0
350,17.5,427,1026,544,0
351,17.55,208,1200,823,0
351,17.55,214,868,366,0
351,17.55,267,1059,584,0
351,17.55,306,764,456,0
351,17.55,347,1231,773,0
351,17.55,356,662,159,0
351,17.55,367,590,217,0
351,17.55,375,704,139,0
351,17.55,382,1460,1029,0
351,17.55,395,619,86,0
351,17.55,400,152,304,0
351,17.55,401,597,170,0
351,17.55,419,540,94,0
351,17.55,427,1030,549,0
351,17.55,428,574,89,0
351,17.55,429,524,30,0
352,17.6,208,1202,826,0
352,17.6,214,871,369,0
352,17.6,267,1061,589,0
352,17.6,306,768,462,0
352,17.6,347,1237,780,0
352,17.6,356,663,159,0
352,17.6,367,593,220,0
352,17.6,375,707,143,0
352,17.6,382,1464,1033,0
352,17.6,395,619,91,0
352,17.6,400,158,302,0
352,17.6,401,599,173,0
352,17.6,419,539,90,0
352,17.6,427,1036,553,0
352,17.6,428,575,90,0
352,17.6,430,771,265,0
353,17.65,208,1205,829,0
353,17.65,214,875,373,0
353,17.65,267,1066,593,0
353,17.65,306,773,466,0
353,17.65,347,1243,786,0
353,17.65,356,665,168,0
353,17.65,367,595,224,0
353,17.65,375,711,146,0
353,17.65,382,1468,1037,0
353,17.65,395,619,90,0
353,17.65,400,165,302,0
353,17.65,401,601,176,0
353,17.65,419,541,94,0
353,17.65,427,1038,558,0
353,17.65,428,577,91,0
353,17.65,431,1233,869,0
353,17.65,432,527,32,0
354,17.7,208,1208,833,0
354,17.7,214,878,377,0
354,17.7,267,1070,598,0
354,17.7,306,777,474,0
354,17.7,347,1249,793,0
354,17.7,356,668,164,0
354,17.7,367,598,229,0
354,17.7,375,714,150,0
354,17.7,382,1471,1041,0
354,17.7,395,626,90,0
354,17.7,400,171,301,0
354,17.7,401,604,178,0
354,17.7,419,539,93,0
354,17.7,427,1042,563,0
354,17.7,428,578,93,0
354,17.7,431,1233,872,0
354,17.7,432,528,33,0
354,17.7,433,778,273,0
355,17.75,208,1211,836,0
355,17.75,214,882,380,0
355,17.75,267,1074,603,0
355,17.75,306,781,477,0
355,17.75,347,1252,795,0
355,17.75,356,670,166,0
355,17.75,367,601,233,0
355,17.75,375,717,153,0
355,17.75,382,1474,1045,0
355,17.75,395,623,91,0
355,17.75,400,178,300,0
355,17.75,401,606,181,0
355,17.75,419,542,95,0
355,17.75,427,1047,567,0
355,17.75,428,579,95,0
355,17.75,431,1239,875,0
